,TEXT,Label
13228,I never win raffles. But I won the raffle @ Dulce for the Culture Crawl! What did I win? A tie and a pocketsquare! No $700 handbag for me,9
13456,"And why do they think &quot;how much they want it&quot; is a factor? I really want to be 19 and fit again, but that's just not going to happen",8
4793,Inspection went fine ... they like the house woopee. Would just be nice if it had been this morning so I could have done stuffs today,3
190,"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!",9
940,My tongue still hurts.  I need to sleep!!!,5
4775,deck building buddy missing in action,4
32911,uploading new videos on youuuchuuub!,5
29582,@LTCmusic hehe yeah! Its funny that updating people on the random things you do is so amusing.,5
7370,@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,2
1988,"My life what a beautiful morning, i can think if no better way to ruin it than by being at work",2
12840,@wonky73 I'm just too busy these days to twitter or blog,5
39395,@goebicyu try direct message to me here on twitter,4
27367,@cubedweller What are we doin!!?? Tell me! tell me!,2
30329,Mo williamssssss,4
17590,trying to fix my internet connection...guess my 'prayers' have been answered and i wont have any study distractions  ugh,5
3861,Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,3
34372,@phaoloo Thank you so much phaoloo !!!!,0
23000,is back in fine old melbourne town....,3
31334,whoops...  not  in my last tweet,9
430,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.,9
26207,Wow the  vicodin must have worked I over slept... Better get updating BJADAY.com or I will not have a job,9
36325,@paulbay1028 Bit of a lie -in. Eaten all the bread.  It's way too good to giveaway.,2
25803,"@icyjoey don't frown my lil aussie, I still love you! *muah*",5
37996,@24kphotography Thank you! I appreciate that.,3
6201,"@gipsy_dreamer Wow, you still haven't gotten them?",9
34421,Might be in the middle of a perfect weekend...,4
5462,Need a nap  but I have to take 4 trains now,4
29588,"I can only message those who message me, if we're fwends...so those that want replies..follow me.  hmm..that sounds funny..",3
8792,I'm still waiting to find out what #caca stands for - hoping it's not what I think it is since you #follow me for #caca.,5
34063,is texting,4
2730,@mikebthatsme ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,4
22084,@Samiyusuf : Sir ! Everything Will Be Great InShaa'Allah,2
30948,"@chelemodica i wish, 2:55 i Corning NY 2:56 in Ottawa and 2:53 in Corning NY a few years later... its only a matter of time",4
4444,http://twitpic.com/66mw1 - My poor car,6
18175,?sucks!?..,4
13121,off to work..,4
28934,Nothing beats spending an evening with my mom,3
520,"@miss_cheryl Lucky, now I want to teleport",4
8377,I hate my life,6
22896,@souljaboytellem gooood night sweeeety,4
33618,@AClockworkToad I told him TTT!,4
39169,@ansje_44 Thanks!! It was a bit out of my comfort zone but it was fun,1
14624,misses lance already...,4
26914,"Looking at my quince pics, ahh good memories.... To be young again....  Lol #fb",0
23091,Time to snuggle up in bed with the electric blankie on,2
35232,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,0
39340,"....damn articLe, need creativity _isn't it 16:20h already?",4
18837,"confused, angry, anxious and on top of everything LONELY",8
38437,So so happy to be with @theblackqueen - she even makes doing laundry wonderful,2
29524,Ha that was cliche.,4
33069,"@rooeh I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business",0
9628,I hate this weather  i wanna bake,6
13378,@Prophet1958 Hey it's that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,4
29633,"so star trek pretty much rocked my life ... oh wait, it DID rock my life",0
36502,Watching &quot;Hostage&quot;! Also got an idea for that animation i'm making. Hope to have it ready and post a link here by the fifth of June,5
28741,Pretty  is it long or short? Sparkly or shiny? Lol,5
25693,@boldnbright1 Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,3
32570,I had a GREAT night with Justine and the boys and all the westconn people I met tonight haha,2
24482,@mobilebomb Hope he'll get well as soon as possible &amp; back to be a hyper dog.,4
3318,@KINOFLYHIGH fuck i shouldnt have left!,8
11556,"@vlynn8 It's been raining the past few days but it was actually sunny today! Well, for a little while. Now it's super cloudy!",5
25025,"@dederobb wow!  Nice roar, I see good things in your future",0
11821,turning in.  it's been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.,0
18114,"@askegg Argh, I'm so sorry you couldn't come... It was great to get to know everyone...",5
2054,if not impossible,8
5914,@aidadoll he thinks he's a gangsterrr  his ass don't even fit in G Unit. &amp; I know :| ))))),2
30128,Going to the grocery store with my Best Friend,4
17508,Miss the newest version on Glade on Debian..,5
31670,"Alright, so playing cards in the rain wasn't the smartest idea, and now I might be sick... but it was fun",1
23025,is getting ready to start the work week...work 2 off 3 then work 3 more. It's not bad  Have a great one everybody!!,1
35841,"@snoopmikey will terminator be on next week's TRS by chance? and i dont mean tuesday's release, but the next",5
28788,Only six hours left of being 15,3
10171,u ever have a friend that u just wonder why are we friends? i know what you get from me but i'm questioning what i'm getting from u.,8
6463,I really miss my phone  i cant wait till my new one comes,8
9967,"ate like tons of chocolate today...  3 weeks of eating healthy, all gone with one day of unlimited eating! LOL",5
23479,just made som situpps,4
13878,@Rougite nop  uso grooveshark pero muy informal ni user tengo,4
15371,@davewarwak I`d love to have a copty of &quot;Peep Show...&quot; I have Eilleen`s but I do have to give it back  Please help me out I miss you on FB,0
39508,@aphrodaisy Thanks!   I'm making homemade lasagna for my mum today.,2
13527,Just got done working out....relaxing than off to work,2
29006,Sidebar: the moon is SO beautiful,0
17832,@DelbertShoopman Good luck with the footage - none of the stations are breaking in live with it,2
12315,"@Martysixnine  How vile are people, they have to remove things that have a value",5
3325,The sneezing begins...,5
28056,@jkarney  #amtarot Thank you so much!,2
31194,bowling with cousins  awesome,1
10,cant fall asleep,4
32130,"@MichaelNi Ooh, I love sweet potato fries! We should definitely go.",2
17759,mom is on her way home  but yay for mother son days! she even bought some new shoes. haha.,5
19825,"But then again I think I'm the only who pays attention to this type of thing, bout to hit this bush and pretend its purple.....",5
3760,Really wish I could have gone to @bikeradar this weekend,5
14760,ahh sore throat and tired. want to go back to bed. but have work,8
36428,Im sending this to my mother!  http://bit.ly/1aa1RF,0
37338,"@MissRosalieHale hello, i'm great!  how are you?",4
24642,@alexcashcash you guys need to come to somewhere in like philly or somewhere in north jersey,4
24753,wish he could that would b better,5
20892,"@sonwright I'm an iPhone owner, so I don't really have a choice on which media player I use. FYI Apple makes terrible Windows software",5
29642,reunited and it feels so good,0
9672,working allllllllll weekend..how thrilling..and i have to say bye to goshy on sunday cause she is leaving for poland for 3 months,5
36673,MY UNCLE BRUCE MORROW WAS JUST ON THE NEWS!,9
14659,"@BerlyAnne lol, don't rub it in",4
33459,"Just got back,",4
33971,@juliepilat great show,2
20575,http://twitpic.com/4j9eo this is  how it looks at nights,5
39239,@chriscuzzy ...Now I'm going back to bed. LOL. Enjoy your time at the gym. I'll be sleeping.,2
33805,@eileenfletcher thanks for your follow  just do you own thing + join in with what interests you,4
10409,"Bad day!  Work's TOO stressful...been involved in a minor accident, but everything's ok so far. Have to cut down immediately!",8
26727,miss your smile,8
18809,Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they've had in years.,0
1800,"having the flu, not the swinish-one, but the flu.",8
29595,I know exactly where i should be,3
9375,@PaulMcGwinn i could really fancy a nap right now but i am at work at 7am and i feel that if i nap now i am wasting my evening,5
19782,wow i'm soo hungover,5
8123,@HannahSukter anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys,2
31417,just listened to Domination by Pantera on Grooveshark: http://tinysong.com/36pz,4
29250,@jonasbrothers http://twitpic.com/4qpzx - i love you guys  you're the best,0
38148,@f_nadzirah thanks!,2
23845,@jesseroni thanx,0
36974,"Repeat final seconds of Game 3 Dal-Den please! DAMN THOSE OFFICIALS. :| Anyway, happy mothers day.",0
8088,In the mood for shrimp scampi but I don't have vermouth.,5
21148,@lhanni Welcome to Twitter... It's about time!,5
22570,"@tommcfly awh Tom, thats really cute. i love you guys for that really, 'cause you care about fans  x",0
18354,@greentm what happened yesterday? but phone calls with unwell parents - yeah .. know how that goes ...  .. i have two of them now ... meh,5
21383,"@Savoy41 oh naw; ill always be dha same cece, but when chanqes are needed ill make them",4
10224,@mileycyrus i voted and i couldnt,5
4060,@soyko I have spammed/trolled howardforums.com as well. I have to keep bumping my thread,4
6682,*sad face* project-m keeps crashing my itunes,5
35146,@twicullen good day K!,4
25051,17 again tonight,4
6788,@erickadiaz I get to go to coffee now  It's no fun. I hate it too!,8
27981,"Watching &quot;All the Kings Men&quot;, It be pretty good so far!",8
37427,@tonyrobbins &quot;paradise is where I am.&quot; he also said,0
18886,Someone fly me to Reno,4
36222,paathra ....khandvi....kamanee    ...watte sunday mrng,4
13298,@tommcfly wishing i could be in sï¿½o paulo for the show  but fortunately i went to the brasilia one! haha,2
5497,"Energy steadily increasing, thankfully, but the cough isn't going away.",9
37639,My mom doesn't have twitter but imma post this anyway ..... I love you mommy,0
20653,"@amiong factory ng Elmer's? hihihi. sorry, corny! baka si ate ruby, alam!",4
16061,"Ahhhhhh i feel ill , i dont think i should drink :L lmaoo",5
20272,@joeymcintyre You bet!...I'll be there in spirit (I'm in the UK really LOL) Like the pic BTW xx  x,0
22526,Millenia mom.... I think I am in that category,4
10721,was on the verge of buying a Black AKC British Lab for $599 today... then the apartment complex overruled it....  dumb.,4
11607,@Squirrel84 dude there is no sun here.,5
15078,@zyber17  does he have a twitter?,4
31001,Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,5
18488,ARGH!! watching batman,4
5857,"@gonepie thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",5
33399,@AspaPhoto Ahhhh \you are soo smart  Thanks for this schooling of thoughts  Have you taught before?,2
22385,@kusuma06 aaa new follower! hiii,2
8715,Sitting at valley ....my hummer has a boo boo,5
22551,My mom and my little sister're gonna be back home soooooooooooooooooooooooooooooooon,5
29713,"@brigwyn Yup, everything's there.",3
27224,is taking Ethan and Ryder to playgroup this morning,4
15552,"I miss my doggy,my hammy,my turtle &amp;&amp; my fishes",5
10387,Thinks twitter doesn't like me,5
36177,@marktesch isn't that a local dish? borrow,4
19850,Taking the caltrain to go see the giants. It's Cold and someone smells like pee,6
5081,"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",8
6847,"@jenmussari my internet in like 9th grade was so fast, its dieing out",5
29404,"@coopertracy   Sorry, we'll try to keep it down.",5
28421,@mickster09 You don't have to rub it in.,8
4659,@maya_banks &quot;Something must be wrong. Only found 17 July Harl/Sil books I wanted,5
5032,@omarjdavis lolol...i was trying to do that this morning but sadly i couldnt,8
8040,i really need a skateboard  ........,5
21188,@bamaloo http://tinyurl.com/c33ffv thats what im making for dinner very yummy,4
970,"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!",6
12841,4am Hubby's alarm-song playing was &quot;Blame it on the Alcohol&quot; Of course I couldn't get back to sleep after cause thinking of Joe on cruise,4
18606,just goy back from a day of tests at the hospital. going to start chemo on monday,8
1679,"??????? ????????? ?? Google Chrome - ?? ???????, ?? ??? ???????? ??? ?? Firefox",4
38151,lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (@NamastexD),0
23597,@stillsafe Lol read me like a book,1
23153,Im cleaning out my closet!  ahhh...,4
16244,@hey_thomas if only the drinking game was tonight...I don't have to work till 5 tomorrow,8
9793,Oh my god. I literally drove in rain that was so hard that i couldn't see in front of me. I'm shaking,5
14906,needs to find SOMETHING to wear to graduation. lol can't find anything!,5
1355,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",5
38787,"@RollinsWallace hahaha, as cartoon mascots go, the virl.com monster has some very nice details... a good shadow + realistic tonsils.",1
5770,@MelanieDawn Forgot about the traffic  Heading to Foxford in Mayo and the lovely Pontoon tomorrow,5
38100,"Peter, the bar owner is working his way up to 1000 beers-all Belgian. Has coffin for drinkers of Mort Subite",0
37342,Trip to the zoo today,4
34826,@RaineRomano yay for bj and lorraine amd their baby! hahaha,0
39625,happy mother's day to all moms and pseudo stepmoms,4
37026,@Hyperopia That's gorgeous. I'll check out your new pics!,5
34651,@aileen2u2 It's pretty perfect eh! Yes We Cannabis!  I saw some of those signs at the Global Marijuana March too.,1
22976,@knighttcat Oh man 3 in a day?? Torture much?! Well good luck there too!! I have exams for 19 days.How stupid? Soon we will party right?,5
18018,to the doctor  anyone wanna do somethin after for a bit?,2
5037,"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",8
20991,Going to shopping place thingie! BRB LATERZ!,2
9479,i want to see the next gossip girl episode!,8
16973,im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,8
29831,@theremedy4u  5 days,4
22867,I love the fact that it's a bank holiday monday and i can stay in bed,0
4930,aaah good bye mikee  smoked crabs!,2
2576,i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing,8
10962,I have no friends,8
31869,"Just Returned from Huntsville. Saw Sam Houston's grave, went to a prison museum and ate chocolate dipped strawberries",4
4550,my Chrissy is sick w/ a spring cold   Tissues stuck up his nose last night looked so pathetic.  Feel better soon baby...,5
27661,"@Danielindra actually,we r going there in june with my office colleagues,paid by company",11
35760,@taraaverette You seem Cool,4
1154,is feeling really sick,5
38675,"@monabarry yeah whatever, so that means he was chatting about me all night then, lol",1
35390,"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.",2
31655,@arinbjorn Thank you for sharing. I appreciate your honesty  I hadn't tweeted for 30 some odd hours and got a little tweet happy.,3
20268,@violetasvk cool,0
34876,@sharonhayes GIRLFRIEND!,0
33308,Omg Wango Tango was fucking AWSOME! I love my baby for taking me,5
4453,@AB_recordings Alas no - this is all occuring in an office in central London...,4
32038,Took the dog to the off-leash park today. He overheated then ran and laid in the only mud puddle there and splashed around. Was amusing,2
9478,@jy6 looking forward to your mandarin album.  Hope that you will come Singapore again,2
34110,on the phone  !,4
19164,I missed your calls,8
22931,@rohant yeah that will keep my mid section down,5
7240,Done With Exams...Now Focusing on Summer School...DAYUUMM Life's Hard,4
36902,@drumzonly yay. das tut trotzdem weh.,5
39636,"Twitter is kinda confusing , but fun",4
17032,"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.",0
38616,Toast in the morning,2
21762,"@Appledoe Mmmm, I had honey mustard chicken w/ rice &amp; veges",2
15148,CRYING CUZ PEOPLE WONT FOLLOW ME!!!!!!!,5
12901,@FreyaLynn they can't be in their carriers anymore?,9
31395,@janicejenelle - thanks... I may have narrowed the location down to the car... hoping it's there,5
28155,Big Sugar = yet another '90's bandwagon I was too late to get on. Next S&amp;D BNL should reunite them (kind of like they did for the Odds).,8
26032,@jamesonhall happy to help,9
13999,just got home from the last day of school.  graduation tomorrow.,9
18285,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",8
4552,Locked out of my fucking house!,6
12903,@noisemaker_ aww thats too bad you lost it though,5
30010,@douglasi TY for FF,4
11082,@edsaint  take some tablets- could be migraine,5
14133,OMG I'VE JUST SEEN WHAT HAPPENED TO HOLLIE! POOR ICKLE ONE,5
21050,is heading in to London to meet with @holytshirt and @annwitbrock let us know if you're about  still not sure what time we're meeting.....,4
32253,"@edenriegel Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!",9
19985,"Well, another family was chosen for the child we interviewed for  back to looking for another kid",4
16084,Damn if there is anytime I need my car... its now! Dammit,5
30035,goin out wit shina &amp; gigi . moviez,1
7665,thirty minutes turned into three hours. oops,8
33052,"Tired as hell...long ass weekend so far, chillin wit mi madre 2moro",3
9873,@BSBTwitt U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac &amp; TLC..2 bad they're not singing anymore,1
35085,I am a big fan of Danny Dyer I have to say this movie looks awesome  http://snurl.com/hpwnz,0
36976,kellie: Its a major problem okay. alex: what is? Kellie: hahahahahahahaa your face,1
14436,I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?,5
13699,"Gah, I sprained my LEFT ankle... Just after I got over the torn ligament for my right foot. Looks like it's back to walking with a cane",7
37254,@Gardenwiseguy This is truly enlightening for me,5
10406,prom tonight.. too bad im not going to be there,8
5677,@143presents What time you close today? Is it the last day today or tmr? I may shed a tear,5
39799,"@nataliefisher I like the idea of eliminating bludgers and beaters just tackling ppl, makes it nearly as dangerous as book quidditch",3
7356,Walking to class. I hate not having a bike....especially mine.,6
38452,@Dina_Vinson no need to worry. I'll be by your side,5
9919,"@jules23 I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though",2
4562,"@BrittyBoo_20 I hope he does it soon, and i know i hate fakes",5
10814,going to work,4
34799,watching HGTV at 236am lol wtf must love me some home decor,0
19776,http://twitpic.com/6814w - So glad Sam is in a good mood,0
19984,"@SashaBoucher omg! i know, and it ruins my weekend!  suree, if you want too.",8
1320,@Trentskers Pfftt... I wish. Don't have time though.,8
16615,rught brb on me ipod. if i randomly go off its cos me internet breaks,7
5018,got fever and is now half-dead.,5
16498,@mitchelmusso I can't call Mitch!  Im from sweden!,8
8660,hi guys just doing da usael notmuch really! &lt;3 sad me,8
36996,I feel I owe it to @tinaarena to listen to her new albums (everything released after 'Chains') since she was nice to me on Twitter!!,4
28306,@VIVIatTheDisco Good luck on your first day !!!!,2
1424,I really wanted to watch Mary Poppins and sing along.,0
36711,@AhmNoHere Thanks! Didn't watch the movie.Wasn't able to decide. :-/ Hope you had a great time with your friends!,1
9220,@CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1,0
24789,@jeffsgrippen yeah it's great!! always something interesting going on,2
35219,no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,2
5916,@dooce I don't. I hope it takes them a good long while to recover.,3
13054,@kandeebx i HaVe 2 Get OuT This HoUse,4
31764,Sushi two nights in a row isn't THAT wrong is it?,5
36479,"As kids, this is how we attempted to dance http://digg.com/u12xAo No idea to what the words mean,but the moves are so cool!",1
12306,traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....,8
550,@monpio i don't have any of that,4
19562,@philthemayor1 dagnabbitt... u kno I wanna go... gotta do a couple laps in the pool though....,4
28425,"Loves the 2nd half of even days, orch and jazz band with daddy",0
20092,@iMBA Ur welcome,4
9995,is sadly sitting at home when she could be going to a partyyyyy,8
36070,"http://twitpic.com/4woxf - Hehe, I flew a plane.. the pink t-shirt is me",5
4006,Very lonely here in Gosforth gallery  but excited for meal at Six followed by Antony and the Johnsons tonight. Woohoo!!,2
1525,Dude. everyone could. it wasn't ment to be bad..,4
29137,"@EricaLeigh777 $10 for evening, $5 for matinee(sp?",4
14958,@theBrandiCyrus I don't think u look horrible and de my mmommy pits up embarrisong facebook picturesnof me,4
35905,@wildmanrouse cool shot!,5
8223,@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!,2
39942,@Rove1974 anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw &quot;Ghosts from girlfriends past today&quot;,9
22408,@datadirt hahah  okay then thanks for this short explanation ;),2
17766,"All dressed, showered and clean-shaven and I have nowhere to go on a Friday night",4
16409,@jeweljk I can't get it to load for me.,5
13502,is very angrrry! my FB account just got deleted- WTF??? all my poems I have ever written are on there,5
29635,"Gusying up for  dinner, Bourbon &amp; Branch, Zeitgeist and surprise party for Taylor!   Shh...",9
21501,"@dpbrown the old blue G4 is too slow to code on nowadays, I have a laptop I've borrowed from work ++ lets me lounge while I browse",4
4351,"&quot;No offense, but your hair is bad today.&quot; Life isn't worth living anymore   Nothing hurts quite like hair insults. *cries into pillow*",5
35693,Only just past 8am and already been spoiled rotton,8
9250,@mellabella6 and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR,4
36415,could do with some bacon and egss. mm,11
36175,"@cookiedorksx3 Me too,but i'm goitn to go to shower!And cleanin' up my room and later eat somethin'",3
28483,This weekend I started a &quot;Healthy Lifeestyle&quot; - not Diet!     Let's see how it goes - will keep ya posted on my progress.,1
17206,@CaLoFs meagï¿½evï¿½s.com,4
25414,@Tuna one day I hope to retire to one of his floating islands,0
17412,@Squallee Yeah same,4
6515,i have such a sore head,4
33488,can't keep eyes open....*shuts eyes*,5
27460,"@AJM1030 The movie was AWESOME, I wish I could re-load my pistols like Agent 0 did, but I do not want to be him  I think I will be Gambit",5
2321,"Just been bitten by SmoothStreaming, it doesn't seem to work for my client's linux users...fan-fricking-tastic",6
23245,"Woke up and it's bank holiday monday, so no college. got a text from tom via jason's mobile earlier today, so i'm hoping they turned up.",4
38997,@vixx1983 haha so the whole worlds there then lol,2
12236,Of course it rains five minutes after i finish watering the flowers. It took me half an hour to water all of them too.,8
21742,@Melancthe that depends on how many itty-bitty-kitties want to sit on my lap,4
32134,just met Sarah Kelly... wow... she is an amazing woman of God!  and she gave me a free t-shirt!  gotta love free merch,2
36365,@SummerSeaweeds Wow that's very Buddhist o_O HOORAY JEWS,9
29051,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,10
20053,endless streams of tea~~~~... it's a holiday day here... how do I know? it's raining,9
37539,"@msclara in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*",4
24491,@jordanmccoy awwww how cute its a pUG,9
25802,"Wow, can't believe Monday is here again already. I hope everyone is well today",11
38661,Hot showers make everything better  all i need is sumbody to tuck me in. . ugh miss my gramma,8
25437,@JArmintrout love your books,5
33405,@tshein the iphone,4
13556,just when i get the music to start playing..i clicked &quot;home&quot;,4
23286,"@silmy Bandung, my hehe but I'm home now",5
39166,"@Swedish_em I'm ok I guess. talking to - biiip - right now, or..on sms. haha well, how are you?",2
10320,@AttyBowen me and Arlando are totally done. I havn'e talked to him in a LONG time!Now I just have to find a 'worth while' man...,8
3379,went to bed last night with the feeling of a migraine coming and woke up feeling worse.,5
9674,Left &quot;Up&quot; due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,6
901,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",8
8470,@alltimebritt lol dammit  well then next time then,5
26539,Off the road this week,5
33061,@laurenmontonen I DIDDDD. I MET THEM AGAIN,2
26709,@CelestialBeard http://ten.com.au/good-news-week.htm &lt;--- this is it. definitely nothing christian about it,8
27120,"@catarino hah yeah I hear that, good luck today",0
12898,@whatabout_ken that sucks  If only I was there to hang out.,5
1004,"@portugaltheman Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too",5
23722,"@boburnham I'm sorry you're feeling bad, hope you get better soon... you know, if the plague doesn't getcha.",5
32523,"Will be going to Indiana Baptist Sunday, Pray for summer missionaries...",2
38096,HAPPY MOTHER'S DAY TO ALL MOTHERS OUT THERE!!!,0
13368,@JessikaSay awwwh - i'm sorry  i hope you fell better - watch a film ?,5
3225,@primaveron I need them  It would've made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,2
7485,"i lost my nintendogs, it's very upsetting.",5
1018,"@movewithme lol ik they are, but i figure i've kept it for a year+ without needing virus software or to get it fixed  sigh",9
11631,Just one of those days.... I pray it will get better..,2
30789,so very thankful for her MOM,4
15884,@marykeegin I've been here since 3 and i'm here for 8 more hours tomorrow,4
38825,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,5
2343,"@MarieLuna I'm sure it's not what you think. Is this really you? i saw you couple of months back in NAIA,was shy to approach 4 a pic.",5
17400,"Okay, so the only reason I'm not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  http://is.gd/JpMM",6
18834,i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,4
27401,"Sweet @mama_b_10 yeah my mate from G-town jus sed Blue Martini is tha spot, so ill check it out. good lookin out",4
28183,About to Lock In on getting better  staying +,1
8716,I want to hang out and play!  But I can't.  Fiddle Faddle on my workload!,8
11630,Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well,9
7288,"left school just now. my new dress broke, the strap ripped off",6
29343,@NLiukin hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you,3
12886,"hey @mitchelmusso please reply me, i can't call you im from Mexico and i don't know the code  love you",5
32753,@afm_ haha PHEW!  i've never said that before,4
14885,crap! tying run is on 2nd!  let's hold em' Raiders!,6
15899,"@hamoke: these lecturing, book-worm beasts, out for a noble cause. . .why can't they just be normal",5
27785,"Finished my Marilyn Manson book  wow. He has had a colourful (or not so colourful, more black) life",5
22921,sooo 5 days till I take off  sun and sea u're waiting for meeee can't say if i can get all my stuff packed up in time.. &lt;3 Guadeloupe &lt;3,5
8813,Dï¿½jï¿½ vu!!! Changing out of my GQ outfit,4
27610,Had lunch. Watching holes on bbc1.,2
38648,"Offline for now, I'll tweet again later...",4
30309,"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun",2
11583,FUCK! summer school in 3 days... some break,0
3891,"@hildy77 yikes, that sucks about the TV. hopefully some animals in the wilderness between harstad and oslo are enjoying it.",4
37028,Bout to hit the sack...got shit to do tomorrow. Happy mothers day MOM!,5
36885,@missxtatti Thanks for adding me,2
3504,@quwanaisnotmynm no  the love of my life is. so i guess now im definately shooting for good,5
26977,@miss_om &quot;If I should paint my fingernails green- oh and it just so happens I do paint them green...&quot;  Marvelous,2
5989,Is wondering if my ankle will ever stop hurting,5
29257,@mistressmia Their is no such thing as TRANSPARENCY only selective OPACITY...,11
17027,@oxEmalieexo: Lol it went okay! As far as I can tell . But then I had to do a test today for geo and I was all zoned out and got like 65%,5
8984,o ok..im jealous..i wish I was in bed,4
21381,Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda's new face after the pug). Even iLike,0
31919,I hope my mom enjoys her Mother's Day gift,2
21173,@jordanknight TINK! (whatever the f**k it means!!) from your JKUK girls! Show us some love! ;)  xx,5
36831,"@djcmc carls jr sounds hella good, you should bring me some  http://myloc.me/G3o",2
23085,There are some great honey based recipes for you &amp; the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week,4
15923,shakalohana week two of flat wavez no surfin,4
25310,Check this video out -- Bylaurenluke ~ Make up Launch~ They are here available now   http://tinyurl.com/cudamo,4
38504,"@NinjaFanpire Anytime! I'm off ~ I can't match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",2
21074,"@cheadlek Another one will be coming later in the week, i won a Westlife DVD on trademe, one that i have been after!",2
38976,oh thats hard-going. I'm writing a book at the moment so am motivating myself to press on with that.,5
27189,Even numbers again,4
35669,IS PHONE FUCKING WITH TYSON,1
15008,"@greasemusical Hi, I hope Ray is o.k. Please give him our love and hope he returns soon. Hope its not too bad",5
32406,@thnkhappythghts HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,5
5247,i have no idea wtf im doing,6
18328,@SuperNinjaMax noooooooooo my parrents found my stash,3
29191,Off To The Movies With Abby (Who I Have Not Seen In FOREVER) To See Star Trek. L8er Twitter Folk,5
10959,My replacement iron ring arrived.  It's shiny.  And a bit more jagged than the original,3
16600,"@MartiniMisty Oh god, what was that thing! It scared me.",9
34437,@akarra if you weren't &quot;picky&quot; (=precise) i might not find you as interesting to talk to,2
20672,@zhayrar Aw you are and you're welcome,4
25340,Located &amp; ordered a new cooker today. Feel I've got a real bargain from http://www.laskys.com  ï¿½80 cheaper than the place I almost used.,5
27638,is listening &amp; watching both my boys on Guitar Heroes,4
16309,isnt going to the movies!! i got grounded,5
13573,@mikeconaty i know the feeling.,4
4198,"@JenRajpura HAHAHA, I'm going to be so disappointed that I miss this   But if you go HAVE FUN!!!",0
28967,At tempe marketplace waiting to see Star Trek.,4
39757,"@TimmyTenga awesome, I'm looking at sourcing some as well.",2
20421,the best things in life are free  x,4
